Código Proyecto,Foco Apoyo,Tipo Intervención,Instrumento,Instrumento Homologado,Estado Data,Tipo Persona,Rut Beneficiario,Beneficiario,Título,Objetivo,Año Adjudicación,Financiamiento Innova,Aprobado Privado,Aprobado Privado Pecuniario,Monto Certificado Ley,Tipo Innovación,Mercado Objetivo,Criterio Mujer,Género,Sostenible,ODS principal,Meta principal,Economía Circular,Modelo de Circularidad,Región,Tramo Ventas,Inicio Actividad Económica,Sector Económico,Patron principal asociado,Tipo proyecto,R principal,Estrategia R Principal,Ley REP,Ley REP (Sí/No),ERNC,Tendencia Final
16VIP-58343,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76009353-K,NITA S.A.,formulación de nuevos jugos para la generación de alimentos saludables y funcionales,desarrollar una estrategia de formulación de jugos para la obtención de jugos saludables y funcionales,2016,$6.910.000,$790.000,$790.000,,Producto,Comercio y retail,No,Masculino,No,,,,,Región de Los Ríos,Microempresa,2011-05-18,Alimentos (excepto vitivinícola),,,,,No,,,Sin tendencia
16VIP-58331,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76359092-5,"CAROLINA IVETTE SÁNCHEZ RODRÍGUEZ, PRODUCTOS ARTESANALES BOSQUES DE QUETROLEUFU EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA",sour de arrayan,contribuir a desarrollar soluciones innovadoras a problemas o desafíos de productividad y/o competitividad de las empresas nacionales a través de la vinculación con proveedores de conocimiento.,2016,$5.975.873,$663.986,$663.986,,Producto,Alimentos (excepto producción de vino y derivados),No,Femenino,No,,,,,Región de La Araucanía,Microempresa,2014-12-22,Alimentos (excepto vitivinícola),,,,,No,,,Sin tendencia
16VIP-58271,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Natural,Persona Natural,Persona Natural,ruta turística monte verde y sector las quemas,"diseñar y explorar el desarrollo de una ruta turística en el sector de monte verde y las las quemas, identificando los microempresarios y/o emprendedores de la zona que contribuya a proponer una estrategia comercial integrada y posicionamiento del sector como un polo turístico patrimonial y paleontológico distinto a la oferta actual.para la empresa beneficiada se plantea como la oportunidad de potenciar el sector hacia un destino turístico y con el objetivo de contar con aliados estratégicos que potencien su negocio y captura de demanda indirecta.",2016,$7.000.000,$2.350.000,$2.350.000,,Servicio,Turismo,No,Femenino,No,,,,,Región de los Lagos,Sin ventas,,,,,,,No,,,Sin tendencia
16VIP-58270,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76475971-0,"INGENIERÍAS, Y DESARROLLO TECNOLÓGICO TEKFISH SPA",diseño y evaluación técnica-económica para nueva solución de generacón de oxigeno en mar abierto,"diseñar y evaluar técnica-económica de una plataforma de generación y embotellado de oxigeno en alta mar, que permita validar el innovador servicio/producto de la oferta actual a la industria salmonera, para postular al programa de innovación tecnológica empresarial etapa de prototipos de corfo.",2016,$7.000.000,$4.152.000,$4.152.000,,Producto,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Pequeña,2015-09-14,Servicios empresariales administrativos y de apoyo,,,,,No,,,Sin tendencia
16VIP-58263,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76072189-1,PRODUCTORA CLAUDIA SUÁREZ E.I.R.L,"diseño y desarrollo de software de automatización de procesos de reserva, pago on line, fidelización de clientes, invitación, confirmación de asistencia y compra en línea de regalos para el servicio de celebración de cumpleaños infantiles en rikakua.","implementar una solución innovadora a un problema actual de competitividad que enfrenta  la empresa. dado el aumento en la competencia, ocurrido en los últimos 3 años, la empresa ha perdido participación de mercado lo cual hace necesario generar una diferenciación significativa de sus pares en el servicio de celebración de cumpleaños infantiles entregando a los usuarios, tanto festejados como invitados, una mejorada  e innovadora experiencia de servicio.",2016,$7.000.000,$1.400.000,$1.400.000,,Proceso,Comercio y retail,No,Femenino,No,,,,,Región de La Araucanía,Microempresa,2009-09-30,Comercio y retail,,,,,No,,,Sin tendencia
16VIP-58204,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76282479-5,"SOCIEDAD LABORATORIO, INVESTIGACION Y EDUCACION CHAVEZ-PARODI LIMITADA","generación de un protocolo de nanoencapsulamiento de un antibiótico de uso en la salmonicultura,  una nueva alternativa de potencial interés en la industria.","desarrollar un protocolo innovador para “nanoencapsular” y mejorar la biodisponibilidad de florfenicol para la industria del salmón, buscando el fortalecimiento de los resultados y efectividad de los tratamientos y mejorando así la productividad y la competitividad de las empresas",2016,$7.000.000,$780.000,$780.000,,Proceso,Pesca y acuicultura,No,Masculino,No,,,,,Región de La Araucanía,Microempresa,2013-05-10,Salud y asistencia social,,,,,No,,,Sin tendencia
16VIP-58190,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,78102170-9,METALURGICA HUND LTDA.,diseño y desarrollo de un sistema térmico para el secado de avellana europea,"•diseñar un sistema térmico para el secado de avellana europea (10 ton) que incluye quemador, cámara de combustión y sistema de inyección de aire caliente.•implementar el sistema térmico de acondicionamiento de aire en una estructura metálica predefinida.•identificar y validar parámetros de funcionamiento del prototipo, tales como velocidad, temperatura y humedad del fluido.",2016,$5.250.000,$1.750.000,$1.750.000,,Producto,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Mediana,1993-01-01,Manufactura de maquinaria y equipos (Metalmecánico),,,,,No,,,Sin tendencia
16VIP-58176,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76233433-K,INVERSIONES WELLNESS TECHNOLOGIES LIMITADA,primer ingrediente funcional chileno basado en probioticos aislados de leche materna humana,"diseño y fabricación del prototipo de la cápsula del primer ingrediente funcional basado en una cepa probiótica chilena, aislada de leche materna,  adecuado preferentemente a pacientes inmunodeprimidos, para su comercialización a nivel mundial.el objetivo del proyecto corresponde a la definición de la cobertura de la línea de financiamiento, considerando actividades para lograr el prototipo del producto dejándolo preparado para su validación comercial.",2016,$7.000.000,$1.702.000,$1.702.000,,Producto,Alimentos (excepto producción de vino y derivados),No,Femenino,Sí,ODS9,9.5,No,,Región del Biobío,Sin ventas,2012-12-07,Alimentos (excepto vitivinícola),,Innovación Social,,,No,,,Sin tendencia
16VIP-58146,Renuévate,Subsidio,Programa De Vinculacion Empresa - Entidades Proveedoras De Conocimiento: Voucher De Innovación.,Voucher de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76381181-6,NATURAL NUTRITION SPA,"evaluación de una base de polvo de berries y avena, para la formulación de un batido natural orientado a deportistas","evaluación del comportamiento de una base de polvo de berries y avena, para la formulación de un batido natural orientado a personas que practican deporte.",2016,$4.863.600,$540.400,$540.400,,Producto,Comercio y retail,No,Masculino,No,,,,,Región del Biobío,Microempresa,2014-07-08,Alimentos (excepto vitivinícola),,,,,No,,,Sin tendencia
16VEIPE-65095,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones - Programa De Innovación E I+D Empresarial Para Sectores Estratégicos De Alto Impacto,Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,70300000-2,FUNDACIÓN CHILE,cultivo del congrio dorado (genypterus blacodes): optimización del proceso de producción durante la etapa de cultivo larval,mejorar los indicadores de sobrevivencia y viabilidad larval del congrio dorado (genypterus blacodes) estableciendo criterios para la determinación de la calidad de gametos  y optimizando la oferta nutricional proporcionada entre la eclosión y el destete a través de dietas vivas.,2016,$40.160.000,$41.400.000,$30.420.000,,Proceso,Pesca y acuicultura,No,Masculino,Sí,ODS2,2.4,No,,Región de los Lagos,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,Producción Sostenible,,,No,,,Sin tendencia
16VEIPE-65078,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones - Programa De Innovación E I+D Empresarial Para Sectores Estratégicos De Alto Impacto,Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,96775940-6,INVERSIONES THAROS LIMITADA,escalamiento productivo de tecnología tharos patentada internacionalmente de extracción sin solventes de aceite omega 3 de alto valor a partir de residuos de la industria pesquera y piscícola,"validar y escalar productivamente la nueva tecnología, patentada internacionalmente, de extracción sin solventes de aceites para el mercado mundial de omega 3, ricos en fosfolípidos de alta biodisponibilidad, epa y dha, provenientes de residuos de la pesca extractiva, y de cultivo (piscícolas), a través de la puesta en marcha de planta piloto y caracterización de desempeño de la misma.",2016,$156.001.282,$96.105.691,$58.289.640,,Producto,Multisectorial,No,Masculino,Sí,ODS12,12.5,Sí,Recuperación de Recursos,Región del Biobío,Microempresa,1996-01-04,Comercio y retail,Simbiosis Industrial,Economía Circular,R7 Reutilizar,Extensión de vida útil del producto y sus partes,No,,,Sin tendencia
16VEIPE-64937,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones - Programa De Innovación E I+D Empresarial Para Sectores Estratégicos De Alto Impacto,Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,76201965-5,INNOVACIÓN Y COMERCIAL PSP LTDA,validación y empaquetamiento de tecnología no medicamentosa destinada a reducir la infección de caligus rogercressegy en salmón atlantico,"la ejecución del proyecto tiene como objetivo realizar la validación y empaquetamiento de una tecnología definida como alternativa ""no medicamentosa"" destinada a reducir la infección de caligus en salmón atlántico, en base al estimulo de la actividad de alimentación de los peces a una profundidad superior a 5 mts, y con ello  reducir la presencia o actividad del huésped en los primeros metros de la columna de agua donde se encuentran en mayor abundancia los estados infectantes del patógeno.",2016,$45.100.948,$21.326.000,$14.000.000,,Producto,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Microempresa,2012-02-28,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
16VEIPE-64914,Desarrolla innovación,Subsidio,Línea 2: Validación Y Empaquetamiento De Innovaciones - Programa De Innovación E I+D Empresarial Para Sectores Estratégicos De Alto Impacto,Validación y empaquetamiento de innovaciones,FINALIZADO,Persona Jurídica constituida en Chile,76266636-7,SOCIEDAD EXPLOTADORA DE ÁRIDOS RÍO SECO LIMITADA,áridos reciclados de bajo impacto ambiental y menor costo para bases y subbases de carreteras,"rediseñar el proceso de mejoramiento de chancado, implementandolo a una escala productiva, para obtener áridos reciclados de alta calidad que cumplan con la normativa para base y subbase de carreteras.",2016,$128.614.000,$72.924.000,0,,Proceso,Construcción,No,Masculino,Sí,ODS12,12.5,Sí,Recuperación de Recursos,Región de La Araucanía,Pequeña,2013-03-26,Minería y metalurgia extractiva,Reciclar,Economía Circular,R1 Repensar,Uso y fabricación de productos más inteligentes,No,,,Sin tendencia
16PPT-64847,Entorno para la innovación,Subsidio,Programa De Prospección Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,65104082-5,CORPORACIÓN CONSORCIO LECHERO,gira de prospección de tecnologías en biodigestión anaeróbica de residuos de la agroindustria de costa rica y méxico,capturar tecnologías de biodigestión anaeróbica en sistemas agropecuarios de costa rica y méxico que puedan ser implementadas en sistemas lecheros del sur de chile,2016,$13.544.545,$12.382.614,$12.382.614,,Servicio,Ganadero,No,Masculino,Sí,ODS8,8.3,No,,Región de los Lagos,Sin ventas,2016-03-31,Servicios de ingeniería o de conocimiento,,Habilitador para la EC,,,No,,,Sin tendencia
16PPT-62137,Entorno para la innovación,Subsidio,Programa De Prospección Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,82392600-6,COOP AGRICOLA Y DE SERVICIOS LIMITADA,prospección tecnológica en genética bovina y bienestar animal,"og.- conocer cómo los países escandinavos manejan su programa de selección genética para desarrollar la salud y longevidad de los animales, cómo se controlan las enfermedades contagiosas y cómo se puede mejorar el ambiente de los animales, para mantener y mejorar su bienestar.",2016,$20.432.382,$13.672.588,$13.672.588,,Proceso,Ganadero,No,Masculino,No,,,,,Región de los Lagos,Grande,1993-01-01,Ganadero,,,,,No,,,Sin tendencia
16PIRE-60743,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76223645-1,AGROINDUSTRIAL MILAGROS LIMITADA,"prototipo sistema térmico-humidificador industrial complementario para la producción de champiñon, variedad agaricus bisporus.","crear, construir, pivotear  y validar de manera funcional el prototipo de sistema térmico-humidificador para la producción de champiñon.",2016,$20.650.000,$15.258.392,$15.258.392,,Proceso,Agrícola (excepto cultivo de uvas),No,Masculino,Sí,ODS8,8.4,No,,Región de La Araucanía,Pequeña,2012-09-24,Agrícola (excepto vitivinícola),,Producción Sostenible,,,No,,,Sin tendencia
16PIRE-60728,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76143532-9,ELECTROMECÁNICA INDUSTRIAL M Y CIA. S.A.,desarrollo de prototipo automatizado para productos de media concha de mejillón,"desarrollar un prototipo automatizado para productos de media concha de mejillón, que permita  mejorar la productividad del proceso productivo.",2016,$39.998.018,$37.886.889,$32.884.159,,Proceso,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Mediana,2011-04-07,Comercio y retail,,,,,No,,,Sin tendencia
16PIRE-60707,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76259476-5,SOCIEDAD DE INVERSIONES ATISENI S.P.A,prototipo de cocina a leña de bajas emisiones y alta eficiencia,"el objetivo del proyecto es la fabricación, estudio y ensayos de prototipos de cocinas de combustión a leña que reduzca emanaciones de co y material particulado con una combustión eficiente.",2016,$20.615.000,$16.600.000,$11.400.000,,Producto,Comercio y retail,No,Masculino,Sí,ODS12,12.5,Sí,Suministro Circular,Región de La Araucanía,Microempresa,2013-01-29,Manufactura de metales básicos,Ecodiseño,Economía Circular,R0 Rechazar,Uso y fabricación de productos más inteligentes,No,,,Sin tendencia
16PIRE-60706,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76210177-7,FAIQ LTDA.,“fabricación de equipo de óptica rígida y autoclavable para artroscopia”,fabricar un equipo de óptica rígida y autoclavable para artroscopia con tecnología habilitante para nuevos endoscopios mediante el análisis de variables asociadas a la calidad de precisión y desempeño,2016,$27.845.950,$15.814.500,$15.814.500,,Producto,Salud y Farmacéutica (en humanos),No,Masculino,Sí,ODS8,8.4,No,,Región de La Araucanía,Pequeña,2012-05-10,Comercio y retail,,Producción Sostenible,,,No,,,Sin tendencia
16PIRE-60670,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76190818-9,MANEJO INTEGRADO DE PLAGAS LIMITADA.,"desarrollo de técnica de masificación del controlador biológico anaphes inexpectatus, para controlar la plaga forestal gonipterus platensis en mercado nacional e internacional.","desarrollar técnica de masificación del controlador biológico anaphes inexpectatus, para controlar la plaga forestal gonipterus platensis.",2016,$22.304.745,$12.358.845,$12.358.845,,Servicio,Forestal,No,Femenino,No,,,,,Región de La Araucanía,Pequeña,2012-05-25,Agrícola (excepto vitivinícola),,,,,No,,,Sin tendencia
16PIRE-60668,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76460579-9,QUALITY METRICS SPA,desarrollo y validación de un prototipo (qmcolor) para la medición de color de filetes de salmón y trucha en tiempo real,desarrollo y validación de un prototipo (qmcolor) para el monitoreo y medición de color de filetes de salmon y trucha en tiempo real,2016,$39.970.000,$17.130.000,$17.130.000,,Producto,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Microempresa,2015-01-13,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
16PIRE-60664,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,99565570-5,TECNOLOGIA INTEGRACION Y DESARROLLO S A,software de apoyo al monitoreo del aprendizaje del lenguaje en escolares,"el objetivo general del proyecto es desarrollar un sistema digital de apoyo a la evaluación de aprendizaje inicial del lenguaje de los niños (de pre-k, k, 1º y eventualmente 21 básico).",2016,$18.000.000,$12.000.000,$9.600.000,,Servicio,Educación y servicios conexos,No,Masculino,No,,,,,Región de La Araucanía,Mediana,2004-07-22,Comercio y retail,,,,,No,,,Sin tendencia
16PIRE-60637,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76045081-2,SOCIEDAD DE CONFECCIONES CLER LIMITADA,“desarrollo de vestimenta con funcionalidades electrónicas para uso y seguridad industrial”,"desarrollar a nivel de prototipo una vestimenta con funcionalidades electrónicas, enfocada en la seguridad industrial, que permita la visibilidad de un trabajador en el entorno de trabajo.",2016,$32.770.000,$21.780.000,$21.780.000,,Producto,Multisectorial,No,Masculino,No,,,,,Región de La Araucanía,Mediana,2009-01-16,Otras industrias manufactureras,,,,,No,,,Sin tendencia
16PIRE-60633,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76273420-6,AGRÍCOLA E INVERSIONES RÍO BLANCO LTDA.,“nuevo sustituto lácteo de materias primas vegetales premium para alimentación de terneros de lechería” prelac-sustitute,"elaborar un sustituto lácteo de bajo costo, para terneros de lechería, que permita reducir los costos asociados a su alimentación. este sustituto se elaborará a partir de granos premium nacionales.",2016,$39.994.600,$17.508.560,$8.631.200,,Producto,Ganadero,No,Masculino,No,,,,,Región de los Lagos,Pequeña,2005-05-27,Ganadero,,,,,No,,,Sin tendencia
16PIRE-60609,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76099416-2,PROCESADORA DE PLASTICOS PUELCHE LIMITADA,"prototipos de productos plásticos a partir del desarrollo de una línea de proceso de reciclaje de film de bolos y su integración al hdpe, reduciendo los costos de producción","obtener una línea de productos de polines para cerco y verduguetes de plástico a un precio competitivo con la madera, mediante el reciclado y utilización del desecho de film de bolos del sector agro",2016,$40.000.000,$48.710.400,$27.793.500,,Producto,"Química, caucho y plásticos (excepto industria farmacéutica)",No,Femenino,Sí,ODS12,12.5,Sí,Recuperación de Recursos,Región de los Lagos,Mediana,2010-05-31,"Química, caucho y plásticos (excepto industria farmacéutica)",Reciclar,Economía Circular,R7 Reutilizar,Extensión de vida útil del producto y sus partes,No,,,Sin tendencia
16PIRE-60563,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,76353843-5,COMERCIALIZADORA FALKON LIMITADA,“desarrollo de un proceso a escala de prototipo para la obtención de surimi de sardinas”,"desarrollar y validar un proceso que permita obtener a nivel de prototipo surimi de sardina, producto con perfil nutricional saludable, nuevo en el mercado mundial.",2016,$40.000.000,$27.300.000,$27.300.000,,Proceso,Pesca y acuicultura,No,Masculino,No,,,,,Región de los Lagos,Mediana,2014-02-26,Ganadero,,,,,No,,,Sin tendencia
16PIRE-60545,Desarrolla innovación,Subsidio,Prototipos De Innovacion Regional.,Prototipos de innovación,FINALIZADO,Persona Jurídica constituida en Chile,77912730-3,INGENIERÍA ELECTRÓNICA Y ELÉCTRICA LTDA. IEE (GEOTERMIKA),"desarrollo de  un prototipo de calefacción aero-térmica para sector residencial, económico y de bajo impacto ambiental","desarrollar un prototipo de calefacción aero-térmica para sector residencial, económico y de bajo impacto ambiental",2016,$30.400.000,$27.660.000,$14.700.000,,Producto,Comercio y retail,No,Masculino,Sí,ODS7,7.2,No,,Región de La Araucanía,Pequeña,2003-04-24,Manufactura de maquinaria y equipos (Metalmecánico),,Producción Sostenible,,,No,,,Sin tendencia
16PIDE-67739,Desarrolla innovación con I+D,Subsidio,Portafolio De I+D+I Empresarial,Portafolio (I+D+i Empresarial),FINALIZADO,Persona Jurídica constituida en Chile,96886110-7,EVERIS CHILE S.A.,"centro innovación para la investigación, desarrollo, innovación y emprendimiento de tecnologías en materia de salud para la excelencia del sector a nivel internacional","crear un nuevo centro de innovación para la resolución de las brechas nacionales del sector salud, como ecosistema de investigación, innovación y emprendimiento del hub digital de salud, dando como principal producto resultado el primer piloto mundial de hospital virtual con coordinación y gestión de actores y recursos clínicos mediante inteligencia artificial.el piloto se ejecutará en el hospital guillermo grant benavente en concepción, para un conjunto de patologías, especialidades y casos",2016,$392.176.000,$442.013.600,$359.750.000,,Servicio,Salud y Farmacéutica (en humanos),No,Masculino,Sí,ODS3,3.4,No,,Región del Biobío,Grande,1999-02-26,Tecnologías de la información,,Innovación Social,,,No,,,Sin tendencia
16PDTR-70183,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica Regional,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,61312000-9,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS - INIA,tecnologias de protección en arandanos,"implementar un modelo de transferencia tecnológica a través del uso de sensores agroclimáticos y agricultura smart para protección de huertos de arándano, que aseguren al productor un mayor rendimiento de fruta embalada como fresco y un mayor potencial de almacenamiento de la fruta en destino.",2016,$52.000.000,$37.268.296,$19.301.072,,Servicio,Agrícola (excepto cultivo de uvas),No,Masculino,No,,,,,Región de La Araucanía,Grande,1993-01-01,Servicios de ingeniería o de conocimiento,,,,,No,,,Sin tendencia
16PDTR-60873,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica Regional,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,81290800-6,COMPAÑÍA AGROPECUARIA COPEVAL S.A.,"programa de difusión tecnológica para el subsector agroindustria alimentaria, en la patagonia verde","mejorar la competitividad de un conjunto de mipymes del subsector agroindustria alimentaria en el territorio patagonia verde, por medio de la transferencia y difusión de conocimientos, que se traduzcan en un aumento significativo de su productividad y sostenibilidad de su estrategia de negocios.",2016,$90.000.000,$22.510.000,$22.510.000,,Servicio,Agrícola (excepto cultivo de uvas),No,Femenino,Sí,ODS8,8.3,No,,Región de los Lagos,Grande,1993-01-01,Comercio y retail,,Habilitador para la EC,,,No,,,Sin tendencia
16PDTR-58055,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica Regional,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,71538400-0,INSTITUTO REGIONAL DE ADMINISTRACION DE EMPRESAS,implementación de nuevas tecnologías audiovisuales y de producción cinematográfica para el desarrollo de locaciones para el cine en la región del biobío,"prospectar, adaptar y difundir unas metodologías y tecnologías que permita reducir la brecha de acceso a más y mejores mercados para contribuir a fortalecer la competitividad del sector de servicios, en especial de industrias creativas en la región del biobío.",2016,$139.999.000,$38.280.000,$20.435.000,,Servicio,Industria creativa y esparcimiento,No,Masculino,No,,,,,Región del Biobío,Mediana,1993-01-01,Inmobiliario,,,,,No,,,Sin tendencia
16PDTR-57785,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica Regional,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,65003035-4,ASOCIACIÓN GREMIAL OVINOS DE LA ARAUCANÍA,transferencia de sistema de trazabilidad y mejoramiento genético ovino desarrollado en francia con alto impacto económico en el rubro,"objetivo general  aumentar la competitividad del rubro ovino en la región de la araucanía, mediante la introducción de un modelo francés en trazabilidad y mejoramiento genético, en el marco de una acción asociativa.   objetivos específicos  - realizar evaluación de predios que asumirán el carácter de demostrativos para identificar reproductores que se utilizarán en la transferencia del modelo francés. - instruir a productores beneficiarios en metodologías de trazabilidad genética. - transferir a productores beneficiarios las técnicas eficientes de manejo genético de rebaños. - establecer unidades proveedoras de reproductores y vientres con antecedentes genéticos. - divulgar tecnologías de mejoramiento genético ovino bajo un modelo francés en la región de la araucanía.",2016,$40.000.000,$24.485.001,$17.565.001,,Servicio,Ganadero,No,Masculino,No,,,,,Región de La Araucanía,Sin ventas,2016-10-13,Asociaciones y organizaciones no empresariales ni gubernamentales,,,,,No,,,Sin tendencia
16PDT2-66790,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,71915800-5,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,"implementación y difusión de sistemas de captación y acumulación de aguas lluvias para uso productivo, en unidades demostrativas en comunas del secano interior, región del bío bío.","difundir conocimientos, tecnologías y prácticas para la gestión del recurso hídrico en pequeños y medianos empresarios agrícolas y de turismo del secano interior del biobío que les permita incrementar su competitividad a través de un sistema de eficiente de utilización de aguas lluvias.",2016,$89.550.000,$38.400.000,$26.066.668,,Servicio,Recursos Hídricos,No,Masculino,Sí,ODS6,6.4,No,,Región del Biobío,Grande,1993-01-01,Educación,,Habilitador para la EC,,,No,,,Sin tendencia
16PDT2-66785,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,71538400-0,INSTITUTO REGIONAL DE ADMINISTRACION DE EMPRESAS,implementación de herramientas tecnológicas audiovisuales para el desarrollo del capital social en la región del biobío,"difundir conocimientos, prácticas y tecnologías para el desarrollo del capital social de una red de empresarios pequeños y medianos de diversas industrias y tamaños emplazados en la región del bío bío, para generar interacciones y vinculaciones estables de beneficio mutuo que derivaran en una mejor posición competitiva para los mercados que atienden.",2016,$54.000.000,$25.576.635,$12.176.635,,Servicio,Industria creativa y esparcimiento,No,Masculino,Sí,ODS8,8.3,No,,Región del Biobío,Mediana,1993-01-01,Inmobiliario,,Habilitador para la EC,,,No,,,Sin tendencia
16PDT2-66781,Entorno para la innovación,Subsidio,Programas De Difusión Tecnológica,Programas de difusión y prospección tecnológica,FINALIZADO,Persona Jurídica constituida en Chile,60911006-6,UNIVERSIDAD DEL BÍO BÍO,robótica para pymes manufactureras: hacia una industria inteligente 4.0,"mejorar el acceso al conocimiento de la robótica y la automatización en un contexto de industria inteligente 4.0, así como el acceso a mejores prácticas para pymes metalmecánicas",2016,$40.371.800,$20.014.124,$9.320.000,,Servicio,Manufactura de maquinaria y equipos (Metalmecánico),No,Masculino,No,,,,,Región del Biobío,Grande,1993-01-01,Educación,,,,,No,,,Sin tendencia
